0, 6857.50
1, 7256.50
2, 7640.75
3, 8018.00
4, 8423.00
5, 8812.88
0, 9192.75
1, 9592.25
2, 9977.38
3, 10352.25
4, 10749.63
5, 11144.13
0, 11525.75
1, 10442.50
2, 12324.00
3, 12703.00
4, 13090.50
5, 13475.63
0, 13853.25
1, 14247.63
2, 14639.88
3, 15024.63
4, 15429.88
5, 15827.13
0, 16212.25
1, 242.63
2, 638.00
3, 1020.75
4, 1428.75
5, 1816.13
0, 2197.50
1, 2602.25
2, 3001.50
3, 3383.25
4, 3795.00
5, 4182.88
